Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA
Russia,Premier League,2021/2022,19/03/2022,11:00,Pari NN,Spartak Moscow,1,1,D,5.89,3.79,1.66,6.1,3.94,1.7,5.57,3.72,1.66
Russia,Premier League,2021/2022,19/03/2022,13:30,Akhmat Grozny,Lokomotiv Moscow,2,3,A,2.04,3.39,4,2.1,3.64,4.05,2.02,3.44,3.78
Russia,Premier League,2021/2022,19/03/2022,16:30,Zenit,Arsenal Tula,3,0,H,1.2,7,14.32,1.26,7.2,15,1.22,6.64,13.17
Russia,Premier League,2021/2022,20/03/2022,11:00,CSKA Moscow,Rubin Kazan,6,1,H,1.43,4.66,7.94,1.45,5.19,8.91,1.41,4.73,7.89
Russia,Premier League,2021/2022,20/03/2022,11:00,Ufa,Krasnodar,1,1,D,2.62,3.18,2.98,2.7,3.25,3.09,2.57,3.12,2.94
Russia,Premier League,2021/2022,20/03/2022,13:30,Sochi,Krylya Sovetov,2,3,A,2.17,3.26,3.76,2.22,3.5,3.76,2.16,3.27,3.55
Russia,Premier League,2021/2022,20/03/2022,17:00,Dynamo Moscow,FK Rostov,1,1,D,1.55,4.07,6.86,1.56,4.9,10,1.49,4.23,7.13
Russia,Premier League,2021/2022,01/04/2022,17:00,Rubin Kazan,Khimki,2,3,A,2.81,3.32,2.66,3.09,3.5,2.66,2.85,3.33,2.52
Russia,Premier League,2021/2022,02/04/2022,12:00,Arsenal Tula,Akhmat Grozny,0,0,D,3.73,3.38,2.13,3.92,3.52,2.17,3.66,3.37,2.09
Russia,Premier League,2021/2022,02/04/2022,12:00,Krylya Sovetov,Ufa,1,2,A,2.09,3.05,4.37,2.14,3.35,4.7,2.05,3.17,4.18
Russia,Premier League,2021/2022,02/04/2022,14:30,FK Rostov,Pari NN,1,2,A,1.8,3.38,5.42,1.85,3.54,5.5,1.81,3.34,5.2
Russia,Premier League,2021/2022,02/04/2022,17:30,Lokomotiv Moscow,Spartak Moscow,1,0,H,3.94,3.56,2,4.26,3.58,2.11,3.86,3.46,2.01
Russia,Premier League,2021/2022,03/04/2022,12:00,Krasnodar,Dynamo Moscow,0,1,A,3.67,3.68,2.04,3.75,3.88,2.11,3.61,3.61,2.04
Russia,Premier League,2021/2022,03/04/2022,14:30,CSKA Moscow,Ural,2,2,D,1.53,4.24,6.73,1.6,4.48,8.7,1.51,4.15,7.04
Russia,Premier League,2021/2022,03/04/2022,17:00,Sochi,Zenit,0,0,D,5.11,3.93,1.7,5.11,4.12,1.81,4.56,3.79,1.77
Russia,Premier League,2021/2022,06/04/2022,17:00,FK Rostov,Krylya Sovetov,1,0,H,2.64,3.11,3.01,2.87,3.26,3.01,2.68,3.08,2.87
Russia,Premier League,2021/2022,09/04/2022,12:00,Khimki,CSKA Moscow,4,2,H,5.76,4.42,1.57,6.05,4.42,1.63,5.69,4.23,1.57
Russia,Premier League,2021/2022,09/04/2022,12:00,Pari NN,Dynamo Moscow,0,1,A,5.88,4.01,1.62,7,4.1,1.64,6.14,3.92,1.59
Russia,Premier League,2021/2022,09/04/2022,14:30,Rubin Kazan,Krasnodar,0,1,A,2.03,3.89,3.51,2.06,3.9,3.85,2,3.69,3.62
Russia,Premier League,2021/2022,09/04/2022,17:30,Akhmat Grozny,Zenit,0,2,A,4.72,4,1.74,5.3,4.2,1.83,4.49,3.88,1.77
Russia,Premier League,2021/2022,10/04/2022,10:00,Ural,Krylya Sovetov,0,1,A,2.93,2.92,2.87,2.93,3.13,2.95,2.85,2.95,2.79
Russia,Premier League,2021/2022,10/04/2022,12:00,Ufa,Sochi,1,2,A,2.85,3.18,2.72,2.85,3.32,2.77,2.77,3.16,2.71
Russia,Premier League,2021/2022,10/04/2022,14:30,Spartak Moscow,Arsenal Tula,3,0,H,1.41,4.85,8.27,1.44,4.94,8.6,1.41,4.69,7.95
Russia,Premier League,2021/2022,10/04/2022,17:30,FK Rostov,Lokomotiv Moscow,4,1,H,2.62,3.2,2.95,2.8,3.5,2.95,2.61,3.2,2.83
Russia,Premier League,2021/2022,15/04/2022,17:30,Dynamo Moscow,Akhmat Grozny,2,0,H,1.65,4.19,5.27,1.71,4.19,5.65,1.67,3.92,5.16
Russia,Premier League,2021/2022,16/04/2022,12:00,Ufa,CSKA Moscow,1,1,D,4.07,3.22,2.09,4.16,3.56,2.11,3.92,3.31,2.04
Russia,Premier League,2021/2022,16/04/2022,14:30,Zenit,Ural,3,1,H,1.19,7.1,15.86,1.23,7.5,17.2,1.2,6.87,14.6
Russia,Premier League,2021/2022,16/04/2022,17:00,Spartak Moscow,Rubin Kazan,1,1,D,1.49,4.18,7.85,1.61,4.91,9.13,1.46,4.36,7.65
Russia,Premier League,2021/2022,17/04/2022,12:00,Arsenal Tula,FK Rostov,1,2,A,3.77,3.49,2.07,3.78,3.54,2.37,3.52,3.34,2.16
Russia,Premier League,2021/2022,17/04/2022,14:30,Krylya Sovetov,Krasnodar,2,0,H,1.66,3.91,5.57,1.72,4.02,5.7,1.66,3.88,5.35
Russia,Premier League,2021/2022,17/04/2022,14:30,Sochi,Lokomotiv Moscow,2,2,D,1.71,4.14,5.1,1.8,4.14,5.55,1.71,3.9,4.9
Russia,Premier League,2021/2022,17/04/2022,17:00,Pari NN,Khimki,0,0,D,3.02,3.13,2.62,3.11,3.24,2.72,2.95,3.08,2.61
Russia,Premier League,2021/2022,23/04/2022,12:00,Ural,Ufa,2,1,H,2.86,2.88,2.98,2.92,3.13,2.98,2.81,2.89,2.89
Russia,Premier League,2021/2022,23/04/2022,14:30,Lokomotiv Moscow,Pari NN,2,1,H,1.96,3.5,4.18,2.04,3.76,4.8,1.96,3.53,3.93
Russia,Premier League,2021/2022,23/04/2022,17:00,Sochi,Akhmat Grozny,3,2,H,1.93,3.61,3.97,2.03,3.74,4.14,1.94,3.59,3.94
Russia,Premier League,2021/2022,24/04/2022,12:00,Khimki,Krylya Sovetov,4,1,H,3.71,3.54,2.07,3.71,3.64,2.16,3.58,3.5,2.08
Russia,Premier League,2021/2022,24/04/2022,12:00,Rubin Kazan,Arsenal Tula,1,0,H,1.8,4.06,4.28,1.83,4.16,4.48,1.8,3.98,4.16
Russia,Premier League,2021/2022,24/04/2022,14:30,FK Rostov,Spartak Moscow,3,2,H,3.55,3.17,2.3,3.55,3.2,2.52,3.33,3.12,2.36
Russia,Premier League,2021/2022,24/04/2022,17:30,CSKA Moscow,Dynamo Moscow,1,0,H,2.91,3.63,2.41,2.97,3.76,2.57,2.84,3.54,2.43
Russia,Premier League,2021/2022,25/04/2022,17:00,Krasnodar,Zenit,1,3,A,8.15,5.73,1.35,9.5,6,1.4,8.49,5.39,1.34
Russia,Premier League,2021/2022,30/04/2022,12:00,Dynamo Moscow,Ural,2,3,A,1.42,4.45,9.04,1.46,4.7,9.04,1.43,4.39,8.51
Russia,Premier League,2021/2022,30/04/2022,12:00,Rubin Kazan,Sochi,0,6,A,4.05,3.89,1.88,4.33,3.89,2.05,3.99,3.68,1.91
Russia,Premier League,2021/2022,30/04/2022,14:30,Krasnodar,FK Rostov,2,1,H,2.56,3.51,2.8,2.79,3.64,2.8,2.56,3.46,2.72
Russia,Premier League,2021/2022,30/04/2022,17:30,Zenit,Lokomotiv Moscow,3,1,H,1.22,7.33,14.83,1.25,7.9,14.83,1.22,6.84,13
Russia,Premier League,2021/2022,01/05/2022,12:00,Spartak Moscow,Krylya Sovetov,2,1,H,1.72,3.85,5.09,1.79,4.14,5.4,1.75,3.82,4.74
Russia,Premier League,2021/2022,01/05/2022,14:30,Khimki,Ufa,1,1,D,2.67,3.35,2.78,2.67,3.48,2.92,2.58,3.33,2.78
Russia,Premier League,2021/2022,01/05/2022,17:00,Akhmat Grozny,CSKA Moscow,2,0,H,2.77,3.53,2.57,2.81,3.7,2.68,2.71,3.49,2.55
Russia,Premier League,2021/2022,02/05/2022,17:00,Arsenal Tula,Pari NN,2,2,D,2.79,3.14,2.82,2.86,3.25,2.89,2.77,3.09,2.76
Russia,Premier League,2021/2022,04/05/2022,17:00,Krasnodar,Lokomotiv Moscow,1,0,H,2.83,3.99,2.33,2.89,4.1,2.8,2.7,3.93,2.39
Russia,Premier League,2021/2022,06/05/2022,16:00,Krylya Sovetov,Dynamo Moscow,5,2,H,2.58,3.24,2.95,2.68,3.43,3.02,2.57,3.22,2.89
Russia,Premier League,2021/2022,07/05/2022,12:00,Ural,Spartak Moscow,1,3,A,3.48,3.34,2.24,3,3.7,2.49,2.89,3.51,2.39
Russia,Premier League,2021/2022,07/05/2022,14:30,Pari NN,Akhmat Grozny,0,1,A,3.12,3.3,2.44,3.34,3.36,2.53,3.06,3.25,2.41
Russia,Premier League,2021/2022,07/05/2022,14:30,Zenit,Khimki,1,0,H,1.19,7.52,15.34,1.24,7.8,16.8,1.2,7.25,13.28
Russia,Premier League,2021/2022,07/05/2022,17:00,CSKA Moscow,Sochi,0,1,A,2.22,3.58,3.28,2.34,3.75,3.28,2.26,3.52,3.11
Russia,Premier League,2021/2022,08/05/2022,12:00,Ufa,FK Rostov,0,0,D,2.05,3.42,3.94,2.19,3.56,3.95,2.11,3.4,3.6
Russia,Premier League,2021/2022,08/05/2022,14:30,Arsenal Tula,Krasnodar,1,1,D,2.5,3.49,2.88,2.74,3.55,2.96,2.56,3.37,2.79
Russia,Premier League,2021/2022,08/05/2022,17:00,Lokomotiv Moscow,Rubin Kazan,1,0,H,2.5,3.59,2.82,2.72,3.76,2.89,2.54,3.58,2.68
Russia,Premier League,2021/2022,13/05/2022,17:00,Sochi,Pari NN,0,0,D,1.56,4.28,6.23,1.56,4.95,7.3,1.51,4.45,6.23
Russia,Premier League,2021/2022,14/05/2022,12:00,Ufa,Arsenal Tula,2,1,H,1.66,3.99,5.49,1.72,4.15,5.49,1.65,3.97,5.26
Russia,Premier League,2021/2022,14/05/2022,14:30,FK Rostov,Khimki,2,1,H,2.31,3.36,3.3,2.31,3.73,3.56,2.18,3.5,3.32
Russia,Premier League,2021/2022,14/05/2022,14:30,Lokomotiv Moscow,Dynamo Moscow,3,3,D,3.79,4.09,1.9,4.11,4.1,2.05,3.73,3.91,1.92
Russia,Premier League,2021/2022,14/05/2022,17:00,Akhmat Grozny,Krylya Sovetov,1,0,H,2.31,3.82,2.95,2.48,3.87,2.96,2.34,3.69,2.87
Russia,Premier League,2021/2022,15/05/2022,12:00,Ural,Rubin Kazan,3,0,H,2.01,3.57,3.9,2.01,3.97,4.6,1.87,3.7,4.17
Russia,Premier League,2021/2022,15/05/2022,14:30,Spartak Moscow,Zenit,1,1,D,4.07,4.5,1.76,4.64,4.55,1.8,4.06,4.31,1.77
Russia,Premier League,2021/2022,15/05/2022,17:00,Krasnodar,CSKA Moscow,1,0,H,3.37,3.96,2.06,3.45,4,2.34,3.19,3.81,2.13
Russia,Premier League,2021/2022,21/05/2022,15:00,Arsenal Tula,Ural,1,2,A,8.76,4.96,1.38,9,5,1.48,8.05,4.73,1.41
Russia,Premier League,2021/2022,21/05/2022,15:00,CSKA Moscow,FK Rostov,4,0,H,1.57,4.63,5.42,1.67,4.67,5.8,1.6,4.35,5.19
Russia,Premier League,2021/2022,21/05/2022,15:00,Dynamo Moscow,Sochi,1,5,A,2.42,3.45,3.02,2.45,3.65,3.36,2.31,3.51,3.05
Russia,Premier League,2021/2022,21/05/2022,15:00,Khimki,Spartak Moscow,2,1,H,2.93,3.87,2.31,3.03,3.96,2.35,2.87,3.78,2.3
Russia,Premier League,2021/2022,21/05/2022,15:00,Krasnodar,Akhmat Grozny,1,1,D,2.87,4.11,2.26,2.97,4.2,2.41,2.81,3.97,2.27
Russia,Premier League,2021/2022,21/05/2022,15:00,Krylya Sovetov,Lokomotiv Moscow,0,1,A,1.85,4.12,3.98,1.94,4.15,4.2,1.88,3.98,3.78
Russia,Premier League,2021/2022,21/05/2022,15:00,Pari NN,Zenit,1,0,H,4.28,3.58,1.92,4.42,3.72,2.01,4.11,3.54,1.92
Russia,Premier League,2021/2022,21/05/2022,15:00,Rubin Kazan,Ufa,1,2,A,3.1,3.79,2.24,3.25,3.79,2.37,3.1,3.6,2.24
Russia,Premier League,2021/2022,25/05/2022,10:30,SKA Khabarovsk,Khimki,1,0,H,2.99,2.81,2.83,3.03,3.19,2.9,2.91,2.86,2.74
Russia,Premier League,2021/2022,25/05/2022,15:30,Orenburg,Ufa,2,2,D,3.61,3.35,2.13,4.1,3.41,2.23,3.79,3.26,2.08
Russia,Premier League,2021/2022,28/05/2022,12:00,Khimki,SKA Khabarovsk,3,0,H,1.74,3.48,5.41,1.78,3.74,5.6,1.73,3.5,5.27
Russia,Premier League,2021/2022,28/05/2022,14:00,Ufa,Orenburg,1,2,A,2.11,3.21,3.85,2.15,3.37,4.32,2.06,3.24,3.88
Russia,Premier League,2022/2023,15/07/2022,18:00,Khimki,Zenit,1,1,D,9.13,5.68,1.33,12,6.4,1.36,9.22,5.56,1.32
Russia,Premier League,2022/2023,16/07/2022,13:00,CSKA Moscow,Ural,2,0,H,1.97,3.27,4.54,1.97,3.74,4.94,1.9,3.34,4.5
Russia,Premier League,2022/2023,16/07/2022,15:30,Orenburg,Krylya Sovetov,2,4,A,2.88,3.39,2.56,2.9,3.5,2.65,2.79,3.35,2.55
Russia,Premier League,2022/2023,16/07/2022,18:00,Akhmat Grozny,Spartak Moscow,1,1,D,2.55,3.3,2.96,2.67,3.4,3,2.54,3.26,2.87
Russia,Premier League,2022/2023,17/07/2022,13:00,Torpedo Moscow,Sochi,1,3,A,3.83,3.62,2.01,3.83,3.8,2.09,3.63,3.59,2.03
Russia,Premier League,2022/2023,17/07/2022,15:30,Lokomotiv Moscow,Pari NN,1,1,D,1.79,3.52,4.66,1.88,3.75,5.1,1.81,3.6,4.56
Russia,Premier League,2022/2023,17/07/2022,18:00,Dynamo Moscow,FK Rostov,1,1,D,2.03,3.46,3.94,2.11,3.7,4.4,2.01,3.49,3.86
Russia,Premier League,2022/2023,17/07/2022,18:00,Krasnodar,Fakel Voronezh,2,2,D,1.68,3.92,5.29,1.77,4.08,5.5,1.68,3.9,5.14
Russia,Premier League,2022/2023,22/07/2022,18:00,Zenit,Krylya Sovetov,3,0,H,1.36,5.57,8.04,1.42,5.65,8.1,1.38,5.31,7.2
Russia,Premier League,2022/2023,23/07/2022,13:00,CSKA Moscow,Sochi,3,0,H,2.07,3.51,3.76,2.28,3.66,3.76,2.16,3.48,3.36
Russia,Premier League,2022/2023,23/07/2022,15:30,Orenburg,Ural,3,0,H,2.18,3.39,3.58,2.37,3.44,3.65,2.23,3.27,3.38
Russia,Premier League,2022/2023,23/07/2022,18:00,Krasnodar,Spartak Moscow,1,4,A,3.45,3.65,2.13,3.6,3.7,2.27,3.31,3.52,2.17
Russia,Premier League,2022/2023,24/07/2022,13:00,Khimki,Pari NN,3,0,H,2.05,3.35,4.04,2.12,3.51,4.15,2.05,3.33,3.87
Russia,Premier League,2022/2023,24/07/2022,15:30,Dynamo Moscow,Torpedo Moscow,4,0,H,1.53,4.44,6.19,1.58,4.44,6.25,1.54,4.3,5.94
Russia,Premier League,2022/2023,24/07/2022,18:00,Akhmat Grozny,Fakel Voronezh,2,1,H,1.8,3.84,4.55,1.83,4.05,5.3,1.77,3.81,4.54
Russia,Premier League,2022/2023,24/07/2022,18:00,Lokomotiv Moscow,FK Rostov,2,2,D,2.72,3.29,2.77,2.8,3.52,2.86,2.65,3.31,2.7
Russia,Premier League,2022/2023,29/07/2022,16:00,Ural,Krasnodar,1,3,A,2.65,3.28,2.85,2.76,3.54,2.85,2.65,3.26,2.74
Russia,Premier League,2022/2023,30/07/2022,13:00,Fakel Voronezh,Dynamo Moscow,3,3,D,3.35,3.53,2.22,3.46,3.68,2.3,3.3,3.46,2.19
Russia,Premier League,2022/2023,30/07/2022,15:30,Zenit,Lokomotiv Moscow,5,0,H,1.27,6.57,9.71,1.32,6.75,11,1.27,6.35,9.88
Russia,Premier League,2022/2023,30/07/2022,18:00,Sochi,Akhmat Grozny,2,1,H,2.06,3.44,3.86,2.08,3.7,4,2,3.54,3.75
Russia,Premier League,2022/2023,31/07/2022,13:00,Pari NN,CSKA Moscow,2,2,D,6.16,4.14,1.58,6.5,4.4,1.61,5.99,4.04,1.58
Russia,Premier League,2022/2023,31/07/2022,15:30,Krylya Sovetov,Torpedo Moscow,1,1,D,1.72,3.88,5.09,1.74,4.3,5.75,1.66,4.06,5.06
Russia,Premier League,2022/2023,31/07/2022,15:30,Spartak Moscow,Orenburg,4,1,H,1.39,5.37,7.42,1.43,5.37,7.9,1.39,5.09,7.3
Russia,Premier League,2022/2023,31/07/2022,18:00,FK Rostov,Khimki,1,0,H,1.74,3.9,4.87,1.81,3.98,4.95,1.73,3.8,4.71
Russia,Premier League,2022/2023,06/08/2022,13:00,Ural,Spartak Moscow,0,2,A,4.97,3.8,1.75,5.4,4.22,1.75,5.01,3.93,1.68
Russia,Premier League,2022/2023,06/08/2022,15:30,CSKA Moscow,Fakel Voronezh,4,1,H,1.61,4.11,5.74,1.66,4.48,5.95,1.6,4.14,5.26
Russia,Premier League,2022/2023,06/08/2022,18:00,Akhmat Grozny,Zenit,0,0,D,6.84,4.73,1.47,7.4,4.85,1.58,6.19,4.5,1.51
Russia,Premier League,2022/2023,06/08/2022,18:00,Krasnodar,Lokomotiv Moscow,3,0,H,2.48,3.59,2.84,2.58,3.86,3.04,2.41,3.58,2.84
Russia,Premier League,2022/2023,07/08/2022,13:00,Torpedo Moscow,Khimki,1,3,A,3.29,3.4,2.29,3.42,3.51,2.36,3.21,3.31,2.29
Russia,Premier League,2022/2023,07/08/2022,15:30,Krylya Sovetov,Dynamo Moscow,0,2,A,2.1,3.65,3.53,2.3,3.75,3.53,2.19,3.51,3.26
Russia,Premier League,2022/2023,07/08/2022,18:00,FK Rostov,Orenburg,2,1,H,1.58,4.24,5.91,1.68,4.26,5.91,1.62,4.08,5.32
Russia,Premier League,2022/2023,07/08/2022,18:00,Sochi,Pari NN,2,1,H,1.44,4.94,7.15,1.49,5,8,1.43,4.75,7.1
Russia,Premier League,2022/2023,12/08/2022,17:30,Fakel Voronezh,Ural,0,0,D,1.98,3.75,3.81,2.09,3.75,3.81,2.01,3.6,3.65
Russia,Premier League,2022/2023,13/08/2022,13:00,Lokomotiv Moscow,Krylya Sovetov,1,1,D,2.65,3.7,2.59,2.85,3.83,2.92,2.62,3.56,2.6
Russia,Premier League,2022/2023,13/08/2022,15:00,Zenit,CSKA Moscow,2,1,H,1.49,4.7,6.48,1.56,4.8,7.4,1.5,4.53,6.2
Russia,Premier League,2022/2023,13/08/2022,18:00,Dynamo Moscow,Krasnodar,0,0,D,1.66,4.37,4.87,1.73,4.37,4.9,1.68,4.13,4.68
Russia,Premier League,2022/2023,14/08/2022,13:00,Khimki,Akhmat Grozny,1,3,A,3.03,3.14,2.59,3.03,3.4,2.69,2.89,3.14,2.58
Russia,Premier League,2022/2023,14/08/2022,15:30,Pari NN,FK Rostov,3,4,A,4.1,3.49,1.98,4.2,3.61,2.05,4,3.43,1.97
Russia,Premier League,2022/2023,14/08/2022,15:30,Orenburg,Torpedo Moscow,1,0,H,2.23,3.51,3.33,2.27,3.66,3.52,2.2,3.47,3.29
Russia,Premier League,2022/2023,14/08/2022,18:00,Spartak Moscow,Sochi,3,0,H,1.97,3.74,3.85,2.05,3.95,3.96,1.96,3.75,3.72
Russia,Premier League,2022/2023,19/08/2022,17:00,Krylya Sovetov,Fakel Voronezh,1,1,D,1.74,4.08,4.65,1.77,4.08,5,1.74,3.92,4.48
Russia,Premier League,2022/2023,20/08/2022,11:00,Ural,Pari NN,0,1,A,1.93,3.42,4.45,2.14,3.45,4.5,1.93,3.35,4.19
Russia,Premier League,2022/2023,20/08/2022,13:00,Khimki,Lokomotiv Moscow,0,3,A,2.51,3.67,2.76,2.74,3.67,2.76,2.56,3.52,2.64
Russia,Premier League,2022/2023,20/08/2022,15:30,Dynamo Moscow,Spartak Moscow,1,0,H,3.53,3.68,2.09,3.6,3.84,2.18,3.33,3.57,2.12
Russia,Premier League,2022/2023,20/08/2022,18:00,FK Rostov,Sochi,2,2,D,2.5,3.65,2.79,2.54,3.75,2.93,2.47,3.54,2.74
Russia,Premier League,2022/2023,21/08/2022,13:00,CSKA Moscow,Akhmat Grozny,4,2,H,1.71,3.95,5.03,1.81,4.05,5.03,1.73,3.83,4.62
Russia,Premier League,2022/2023,21/08/2022,15:30,Zenit,Torpedo Moscow,2,0,H,1.16,8.57,16.01,1.17,9.3,20,1.15,8.15,16.51
Russia,Premier League,2022/2023,21/08/2022,18:00,Krasnodar,Orenburg,2,0,H,1.87,3.8,4.21,1.92,4.04,4.94,1.86,3.69,4.09
Russia,Premier League,2022/2023,26/08/2022,18:00,Sochi,Khimki,4,1,H,1.46,4.8,6.84,1.56,4.8,6.84,1.5,4.57,6.04
Russia,Premier League,2022/2023,27/08/2022,13:00,Pari NN,Dynamo Moscow,2,2,D,3.76,3.57,2.05,4.7,3.75,2.07,3.83,3.52,1.98
Russia,Premier League,2022/2023,27/08/2022,15:30,Fakel Voronezh,Spartak Moscow,1,4,A,5.18,4.28,1.64,5.45,4.33,1.7,4.91,4.09,1.66
Russia,Premier League,2022/2023,27/08/2022,18:00,Akhmat Grozny,Krylya Sovetov,1,2,A,2.21,3.68,3.22,2.26,3.7,3.41,2.18,3.54,3.18
Russia,Premier League,2022/2023,28/08/2022,11:00,Ural,Zenit,0,4,A,13.07,6.32,1.24,15,6.85,1.29,11.82,6.02,1.24
Russia,Premier League,2022/2023,28/08/2022,13:00,Lokomotiv Moscow,Orenburg,5,1,H,1.74,4.14,4.56,1.81,4.14,4.58,1.76,3.94,4.3
Russia,Premier League,2022/2023,28/08/2022,15:30,Torpedo Moscow,Krasnodar,1,4,A,3.76,3.55,2.06,3.76,3.7,2.17,3.44,3.49,2.1
Russia,Premier League,2022/2023,28/08/2022,17:45,FK Rostov,CSKA Moscow,0,0,D,3.02,3.6,2.36,3.22,3.76,2.39,3,3.54,2.3
Russia,Premier League,2022/2023,03/09/2022,11:00,Orenburg,Khimki,3,1,H,1.93,3.65,4.09,1.96,3.86,4.28,1.91,3.6,3.94
Russia,Premier League,2022/2023,03/09/2022,13:00,Pari NN,Fakel Voronezh,3,1,H,2.24,3.38,3.44,2.25,3.58,3.48,2.21,3.29,3.35
Russia,Premier League,2022/2023,03/09/2022,16:30,Krasnodar,Sochi,2,1,H,3.16,3.9,2.17,3.16,3.92,2.55,2.84,3.75,2.32
Russia,Premier League,2022/2023,03/09/2022,18:30,Dynamo Moscow,Ural,2,1,H,1.66,4.03,5.41,1.71,4.22,5.8,1.66,3.9,5.12
Russia,Premier League,2022/2023,04/09/2022,13:00,Krylya Sovetov,CSKA Moscow,0,1,A,3.46,3.47,2.19,3.74,3.72,2.2,3.4,3.51,2.11
Russia,Premier League,2022/2023,04/09/2022,15:30,Lokomotiv Moscow,Akhmat Grozny,1,2,A,2.14,3.72,3.37,2.19,3.76,3.4,2.14,3.56,3.26
Russia,Premier League,2022/2023,04/09/2022,18:00,Spartak Moscow,Zenit,1,2,A,3.82,3.8,1.96,4.2,4.05,2.01,3.64,3.8,1.96
Russia,Premier League,2022/2023,05/09/2022,18:00,Torpedo Moscow,FK Rostov,0,1,A,5.36,4.03,1.66,5.75,4.05,1.69,5.24,3.94,1.64
Russia,Premier League,2022/2023,09/09/2022,18:00,Sochi,Dynamo Moscow,2,1,H,1.84,4.02,4.12,2.04,4.05,4.15,1.86,3.88,3.87
Russia,Premier League,2022/2023,10/09/2022,13:00,Khimki,Krylya Sovetov,0,0,D,4.44,3.85,1.82,4.57,3.96,1.89,4.16,3.76,1.82
Russia,Premier League,2022/2023,10/09/2022,15:30,CSKA Moscow,Krasnodar,4,1,H,1.49,4.88,6.17,1.52,4.95,7,1.48,4.69,6.1
Russia,Premier League,2022/2023,10/09/2022,17:45,Akhmat Grozny,Pari NN,1,3,A,1.81,3.71,4.66,1.86,3.86,4.66,1.82,3.63,4.34
Russia,Premier League,2022/2023,11/09/2022,11:00,Ural,Torpedo Moscow,2,0,H,1.88,3.48,4.59,1.9,3.7,4.8,1.86,3.51,4.33
Russia,Premier League,2022/2023,11/09/2022,13:00,Fakel Voronezh,Lokomotiv Moscow,2,0,H,3.13,3.6,2.29,3.26,3.7,2.3,3.08,3.5,2.25
Russia,Premier League,2022/2023,11/09/2022,15:30,Zenit,Orenburg,8,0,H,1.14,9.09,17.72,1.17,9.4,19,1.14,8.55,16.43
Russia,Premier League,2022/2023,11/09/2022,17:45,FK Rostov,Spartak Moscow,4,2,H,2.58,3.55,2.75,2.76,3.72,2.75,2.6,3.57,2.57
Russia,Premier League,2022/2023,17/09/2022,10:00,Ural,Akhmat Grozny,1,2,A,2.64,3.32,2.84,2.75,3.52,2.9,2.57,3.28,2.79
Russia,Premier League,2022/2023,17/09/2022,12:00,Torpedo Moscow,CSKA Moscow,1,0,H,13.41,6.34,1.23,13.41,6.5,1.3,12.31,6.13,1.23
Russia,Premier League,2022/2023,17/09/2022,14:30,FK Rostov,Krylya Sovetov,2,1,H,2.06,3.63,3.67,2.07,3.86,4.18,2.01,3.59,3.63
Russia,Premier League,2022/2023,17/09/2022,17:00,Dynamo Moscow,Zenit,0,2,A,5.67,4.42,1.56,6.55,4.55,1.59,5.78,4.29,1.56
Russia,Premier League,2022/2023,18/09/2022,12:00,Pari NN,Orenburg,0,2,A,2.44,3.35,3.08,2.44,3.54,3.41,2.27,3.3,3.22
Russia,Premier League,2022/2023,18/09/2022,14:30,Krasnodar,Khimki,3,1,H,1.7,4.11,5.05,1.73,4.28,5.05,1.69,4.03,4.66
Russia,Premier League,2022/2023,18/09/2022,14:30,Sochi,Fakel Voronezh,1,1,D,1.49,4.79,6.41,1.52,4.79,6.7,1.5,4.56,5.99
Russia,Premier League,2022/2023,18/09/2022,17:00,Spartak Moscow,Lokomotiv Moscow,1,0,H,1.65,4.7,4.62,1.69,4.75,5,1.64,4.42,4.68
Russia,Premier League,2022/2023,01/10/2022,12:00,Orenburg,Sochi,4,1,H,2.86,3.88,2.33,2.97,3.88,2.4,2.84,3.73,2.31
Russia,Premier League,2022/2023,01/10/2022,14:30,Khimki,CSKA Moscow,1,2,A,7.41,4.95,1.43,7.41,4.95,1.49,6.93,4.78,1.43
Russia,Premier League,2022/2023,01/10/2022,17:00,Lokomotiv Moscow,Ural,2,4,A,1.77,3.97,4.57,1.82,4,4.64,1.77,3.89,4.34
Russia,Premier League,2022/2023,02/10/2022,12:00,Fakel Voronezh,Torpedo Moscow,2,2,D,1.88,3.46,4.83,1.91,3.62,4.83,1.88,3.42,4.42
Russia,Premier League,2022/2023,02/10/2022,14:30,Zenit,FK Rostov,3,1,H,1.26,6.28,11.68,1.28,6.9,13.25,1.25,6.29,11.31
Russia,Premier League,2022/2023,02/10/2022,17:00,Akhmat Grozny,Dynamo Moscow,2,1,H,2.58,3.59,2.77,2.63,3.62,2.78,2.54,3.47,2.7
Russia,Premier League,2022/2023,02/10/2022,17:00,Pari NN,Spartak Moscow,1,2,A,6.72,3.91,1.6,6.8,4.15,1.65,5.98,3.98,1.59
Russia,Premier League,2022/2023,03/10/2022,17:00,Krylya Sovetov,Krasnodar,0,0,D,1.94,3.74,4.03,2.05,3.76,4.4,1.9,3.66,3.98
Russia,Premier League,2022/2023,07/10/2022,15:30,Ural,Khimki,2,1,H,1.65,3.98,5.53,1.79,4.1,5.53,1.68,3.89,4.99
Russia,Premier League,2022/2023,08/10/2022,12:00,Fakel Voronezh,Zenit,1,1,D,9.3,5.11,1.35,9.8,5.7,1.38,8.53,5.18,1.35
